word,tag,abstract_id
precision,O,37
and,O,37
large,O,37
coverage,O,37
",",O,37
outperforming,O,37
existing,O,37
methods,O,37
.,O,37
This,O,38
work,O,38
is,O,38
focused,O,38
on,O,38
research,O,38
in,O,38
machine,B,38
learning,I,38
for,O,38
coreference,B,38
resolution,I,38
.,O,38
Coreference,B,38
resolution,I,38
is,O,38
a,O,38
natural,B,38
language,I,38
processing,I,38
task,I,38
that,O,38
consists,O,38
of,O,38
determining,O,38
the,O,38
expressions,O,38
in,O,38
a,O,38
discourse,B,38
that,O,38
refer,O,38
to,O,38
the,O,38
same,O,38
entity,O,38
.,O,38
The,O,38
main,O,38
contributions,O,38
of,O,38
this,O,38
article,O,38
are,O,38
(,O,38
i,O,38
),O,38
a,O,38
new,O,38
approach,O,38
to,O,38
coreference,B,38
resolution,I,38
based,O,38
on,O,38
constraint,B,38
satisfaction,I,38
",",O,38
using,O,38
a,O,38
hypergraph,B,38
to,O,38
represent,O,38
the,O,38
problem,O,38
and,O,38
solving,O,38
it,O,38
by,O,38
relaxation,B,38
labeling,I,38
;,O,38
and,O,38
(,O,38
ii,O,38
),O,38
research,O,38
towards,O,38
improving,O,38
coreference,B,38
resolution,I,38
performance,I,38
using,O,38
world,B,38
knowledge,I,38
extracted,O,38
from,O,38
Wikipedia,O,38
.,O,38
The,O,38
developed,O,38
approach,O,38
is,O,38
able,O,38
to,O,38
use,O,38
an,O,38
entity,B,38
-,I,38
mention,I,38
classification,I,38
model,I,38
with,O,38
more,O,38
expressiveness,O,38
than,O,38
the,O,38
pair,B,38
-,I,38
based,I,38
ones,O,38
",",O,38
and,O,38
overcome,O,38
the,O,38
weaknesses,O,38
of,O,38
previous,O,38
approaches,O,38
in,O,38
the,O,38
state,B,38
of,I,38
the,I,38
art,I,38
such,O,38
as,O,38
linking,B,38
contradictions,I,38
",",O,38
classifications,B,38
without,O,38
context,B,38
",",O,38
and,O,38
lack,O,38
of,O,38
information,O,38
evaluating,O,38
pairs,O,38
.,O,38
Furthermore,O,38
",",O,38
the,O,38
approach,O,38
allows,O,38
the,O,38
incorporation,O,38
of,O,38
new,O,38
information,O,38
by,O,38
adding,O,38
constraints,O,38
",",O,38
and,O,38
research,O,38
has,O,38
been,O,38
done,O,38
in,O,38
order,O,38
to,O,38
use,O,38
world,O,38
knowledge,O,38
to,O,38
improve,O,38
performances,O,38
.,O,38
RelaxCor,O,38
",",O,38
the,O,38
implementation,O,38
of,O,38
the,O,38
approach,O,38
",",O,38
achieved,O,38
results,O,38
at,O,38
the,O,38
state,B,38
-,I,38
of,I,38
-,I,38
the,I,38
-,I,38
art,I,38
level,O,38
",",O,38
and,O,38
participated,O,38
in,O,38
international,O,38
competitions,O,38
:,O,38
SemEval-2010,O,38
and,O,38
CoNLL-2011,O,38
.,O,38
RelaxCor,O,38
achieved,O,38
second,O,38
place,O,38
in,O,38
CoNLL-2011,O,38
.,O,38
What,O,39
is,O,39
here,O,39
called,O,39
controlled,B,39
natural,I,39
language,I,39
(,O,39
CNL,B,39
),O,39
has,O,39
traditionally,O,39
been,O,39
given,O,39
many,O,39
different,O,39
names,O,39
.,O,39
Especially,O,39
during,O,39
the,O,39
last,O,39
four,O,39
decades,O,39
",",O,39
a,O,39
wide,O,39
variety,O,39
of,O,39
such,O,39
languages,B,39
have,O,39
been,O,39
designed,O,39
.,O,39
They,O,39
are,O,39
applied,O,39
to,O,39
improve,O,39
communication,B,39
among,O,39
humans,O,39
",",O,39
to,O,39
improve,O,39
translation,B,39
",",O,39
or,O,39
to,O,39
provide,O,39
natural,B,39
and,O,39
intuitive,O,39
representations,O,39
for,O,39
formal,O,39
notations,B,39
.,O,39
Despite,O,39
the,O,39
apparent,O,39
differences,O,39
",",O,39
it,O,39
seems,O,39
sensible,O,39
to,O,39
put,O,39
all,O,39
these,O,39
languages,B,39
under,O,39
the,O,39
same,O,39
umbrella,O,39
.,O,39
To,O,39
bring,O,39
order,O,39
to,O,39
the,O,39
variety,O,39
of,O,39
languages,B,39
",",O,39
a,O,39
general,O,39
classification,B,39
scheme,I,39
is,O,39
presented,O,39
here,O,39
.,O,39
A,O,39
comprehensive,O,39
survey,O,39
of,O,39
existing,O,39
English,B,39
-,I,39
based,I,39
CNLs,I,39
is,O,39
given,O,39
",",O,39
listing,O,39
and,O,39
describing,O,39
100,O,39
languages,B,39
from,O,39
1930,O,39
until,O,39
today,O,39
.,O,39
Classification,B,39
of,O,39
these,O,39
languages,B,39
reveals,O,39
that,O,39
they,O,39
form,O,39
a,O,39
single,O,39
scattered,O,39
cloud,O,39
filling,O,39
the,O,39
conceptual,O,39
space,O,39
between,O,39
natural,B,39
languages,I,39
such,O,39
as,O,39
English,B,39
on,O,39
the,O,39
one,O,39
end,O,39
and,O,39
formal,B,39
languages,I,39
such,O,39
as,O,39
propositional,B,39
logic,I,39
on,O,39
the,O,39
other,O,39
.,O,39
The,O,39
goal,O,39
of,O,39
this,O,39
article,O,39
is,O,39
to,O,39
provide,O,39
a,O,39
common,O,39
terminology,B,39
and,O,39
a,O,39
common,O,39
model,B,39
for,O,39
CNL,B,39
",",O,39
to,O,39
contribute,O,39
to,O,39
the,O,39
understanding,B,39
of,O,39
their,O,39
general,O,39
nature,O,39
",",O,39
to,O,39
provide,O,39
a,O,39
starting,O,39
point,O,39
for,O,39
researchers,O,39
interested,O,39
in,O,39
the,O,39
area,O,39
",",O,39
and,O,39
to,O,39
help,O,39
developers,O,39
to,O,39
make,O,39
design,O,39
decisions,O,39
.,O,39
The,O,40
written,O,40
form,O,40
of,O,40
the,O,40
Arabic,B,40
language,I,40
",",O,40
Modern,B,40
Standard,I,40
Arabic,I,40
(,O,40
MSA,B,40
),O,40
",",O,40
differs,O,40
in,O,40
a,O,40
non,O,40
-,O,40
trivial,O,40
manner,O,40
from,O,40
the,O,40
various,O,40
spoken,B,40
regional,I,40
dialects,I,40
of,O,40
Arabic,B,40
—,O,40
the,O,40
true,O,40
“,O,40
native,B,40
languages,B,40
”,O,40
of,O,40
Arabic,B,40
speakers,I,40
.,O,40
Those,O,40
dialects,O,40
",",O,40
in,O,40
turn,O,40
",",O,40
differ,O,40
quite,O,40
a,O,40
bit,O,40
from,O,40
each,O,40
other,O,40
.,O,40
However,O,40
",",O,40
due,O,40
to,O,40
MSA,B,40
's,O,40
prevalence,O,40
in,O,40
written,B,40
form,I,40
",",O,40
almost,O,40
all,O,40
Arabic,B,40
data,B,40
sets,I,40
have,O,40
predominantly,O,40
MSA,B,40
content,O,40
.,O,40
In,O,40
this,O,40
article,O,40
",",O,40
we,O,40
describe,O,40
the,O,40
creation,O,40
of,O,40
a,O,40
novel,O,40
Arabic,B,40
resource,O,40
with,O,40
dialect,B,40
annotations,B,40
.,O,40
We,O,40
have,O,40
created,O,40
a,O,40
large,O,40
monolingual,B,40
data,I,40
set,I,40
rich,O,40
in,O,40
dialectal,B,40
Arabic,B,40
content,O,40
called,O,40
the,O,40
Arabic,B,40
On,I,40
-,I,40
line,I,40
Commentary,I,40
Data,B,40
set,I,40
(,O,40
Zaidan,O,40
and,O,40
Callison,O,40
-,O,40
Burch,O,40
2011,O,40
),O,40
.,O,40
We,O,40
describe,O,40
our,O,40
annotation,B,40
effort,O,40
to,O,40
identify,O,40
the,O,40
dialect,B,40
level,I,40
(,O,40
and,O,40
dialect,B,40
itself,O,40
),O,40
in,O,40
each,O,40
of,O,40
more,O,40
than,O,40
100000,O,40
sentences,B,40
from,O,40
the,O,40
data,B,40
set,O,40
by,O,40
crowdsourcing,B,40
the,O,40
annotation,B,40
task,I,40
",",O,40
and,O,40
delve,O,40
into,O,40
interesting,O,40
annotator,B,40
behaviors,O,40
(,O,40
like,O,40
over,O,40
-,O,40
identification,B,40
of,O,40
one,O,40
's,O,40
own,O,40
dialect,B,40
),O,40
.,O,40
Using,O,40
this,O,40
new,O,40
annotated,B,40
data,B,40
set,I,40
",",O,40
we,O,40
consider,O,40
the,O,40
task,O,40
of,O,40
Arabic,B,40
dialect,I,40
identification,I,40
:,O,40
Given,O,40
the,O,40
word,B,40
sequence,B,40
forming,O,40
an,O,40
Arabic,B,40
sentence,B,40
",",O,40
determine,O,40
the,O,40
variety,O,40
of,O,40
Arabic,B,40
in,O,40
which,O,40
it,O,40
is,O,40
written,O,40
.,O,40
We,O,40
use,O,40
the,O,40
data,B,40
to,O,40
train,B,40
and,O,40
evaluate,B,40
automatic,B,40
classifiers,I,40
for,O,40
dialect,B,40
identification,I,40
",",O,40
and,O,40
establish,O,40
that,O,40
classifiers,B,40
using,O,40
dialectal,B,40
data,B,40
significantly,O,40
and,O,40
dramatically,O,40
outperform,O,40
baselines,O,40
that,O,40
use,O,40
MSA,B,40
-,O,40
only,O,40
data,B,40
",",O,40
achieving,O,40
near,O,40
-,O,40
human,O,40
classification,B,40
accuracy,B,40
.,O,40
Finally,O,40
",",O,40
we,O,40
apply,O,40
our,O,40
classifiers,B,40
to,O,40
discover,O,40
dialectical,B,40
data,I,40
from,O,40
a,O,40
large,O,40
Web,B,40
crawl,I,40
consisting,O,40
of,O,40
3.5,O,40
million,O,40
pages,O,40
mined,O,40
from,O,40
on,O,40
-,O,40
line,O,40
Arabic,B,40
newspapers,O,40
.,O,40
Word,B,41
Sense,I,41
Disambiguation,I,41
(,O,41
WSD,B,41
),O,41
systems,B,41
automatically,B,41
choose,O,41
the,O,41
intended,O,41
meaning,O,41
of,O,41
a,O,41
word,B,41
in,O,41
context,B,41
.,O,41
In,O,41
this,O,41
article,O,41
we,O,41
present,O,41
a,O,41
WSD,B,41
algorithm,I,41
based,O,41
on,O,41
random,O,41
walks,O,41
over,O,41
large,O,41
Lexical,B,41
Knowledge,I,41
Bases,I,41
(,O,41
LKB,B,41
),O,41
.,O,41
We,O,41
show,O,41
that,O,41
our,O,41
algorithm,B,41
performs,O,41
better,O,41
than,O,41
other,O,41
graph,B,41
-,O,41
based,O,41
methods,O,41
when,O,41
run,O,41
on,O,41
a,O,41
graph,B,41
built,O,41
from,O,41
WordNet,B,41
and,O,41
eXtended,B,41
WordNet,I,41
.,O,41
Our,O,41
algorithm,B,41
and,O,41
LKB,B,41
combination,I,41
compares,O,41
favorably,O,41
to,O,41
other,O,41
knowledge,B,41
-,I,41
based,I,41
approaches,I,41
in,O,41
the,O,41
literature,O,41
that,O,41
use,O,41
similar,O,41
knowledge,B,41
on,O,41
a,O,41
variety,O,41
of,O,41
English,B,41
data,B,41
sets,I,41
and,O,41
a,O,41
data,B,41
set,I,41
on,O,41
Spanish,B,41
.,O,41
We,O,41
include,O,41
a,O,41
detailed,O,41
analysis,B,41
of,O,41
the,O,41
factors,O,41
that,O,41
affect,O,41
the,O,41
algorithm,B,41
.,O,41
The,O,41
algorithm,B,41
and,O,41
the,O,41
LKBs,B,41
used,O,41
are,O,41
publicly,O,41
available,O,41
",",O,41
and,O,41
the,O,41
results,O,41
easily,O,41
reproducible,O,41
.,O,41
Finding,O,42
the,O,42
right,O,42
representations,O,42
for,O,42
words,B,42
is,O,42
critical,O,42
for,O,42
building,O,42
accurate,O,42
NLP,B,42
systems,I,42
when,O,42
domain,O,42
-,O,42
specific,O,42
labeled,B,42
data,B,42
for,O,42
the,O,42
task,B,42
is,O,42
scarce,O,42
.,O,42
This,O,42
article,O,42
investigates,O,42
novel,O,42
techniques,O,42
for,O,42
extracting,B,42
features,I,42
from,O,42
n,B,42
-,I,42
gram,I,42
models,O,42
",",O,42
Hidden,B,42
Markov,I,42
Models,I,42
",",O,42
and,O,42
other,O,42
statistical,B,42
language,I,42
models,I,42
",",O,42
including,O,42
a,O,42
novel,O,42
Partial,O,42
Lattice,B,42
Markov,I,42
Random,I,42
Field,I,42
model,I,42
.,O,42
Experiments,B,42
on,O,42
part,O,42
-,O,42
of,O,42
-,O,42
speech,B,42
tagging,I,42
and,O,42
information,B,42
extraction,I,42
",",O,42
among,O,42
other,O,42
tasks,O,42
",",O,42
indicate,O,42
that,O,42
features,B,42
taken,O,42
from,O,42
statistical,B,42
language,I,42
models,I,42
",",O,42
in,O,42
combination,O,42
with,O,42
more,O,42
traditional,B,42
features,I,42
",",O,42
outperform,O,42
traditional,O,42
representations,B,42
alone,O,42
",",O,42
and,O,42
that,O,42
graphical,B,42
model,I,42
representations,I,42
outperform,O,42
n,B,42
-,I,42
gram,I,42
models,I,42
",",O,42
especially,O,42
on,O,42
sparse,B,42
and,I,42
polysemous,I,42
words,I,42
.,O,42
Frame,B,43
semantics,I,43
is,O,43
a,O,43
linguistic,B,43
theory,I,43
that,O,43
has,O,43
been,O,43
instantiated,O,43
for,O,43
English,B,43
in,O,43
the,O,43
FrameNet,B,43
lexicon,I,43
.,O,43
We,O,43
solve,O,43
the,O,43
problem,O,43
of,O,43
frame,O,43
-,O,43
semantic,B,43
parsing,I,43
using,O,43
a,O,43
two,O,43
-,O,43
stage,O,43
statistical,B,43
model,I,43
that,O,43
takes,O,43
lexical,B,43
targets,O,43
(,O,43
i.e.,O,43
",",O,43
content,O,43
words,B,43
and,O,43
phrases,B,43
),O,43
in,O,43
their,O,43
sentential,B,43
contexts,I,43
and,O,43
predicts,B,43
frame,I,43
-,O,43
semantic,B,43
structures,I,43
.,O,43
Given,O,43
a,O,43
target,O,43
in,O,43
context,B,43
",",O,43
the,O,43
first,O,43
stage,O,43
disambiguates,B,43
it,O,43
to,O,43
a,O,43
semantic,B,43
frame,I,43
.,O,43
This,O,43
model,B,43
uses,O,43
latent,B,43
variables,I,43
and,O,43
semi,B,43
-,I,43
supervised,I,43
learning,I,43
to,O,43
improve,O,43
frame,B,43
disambiguation,I,43
for,O,43
targets,O,43
unseen,O,43
at,O,43
training,B,43
time,I,43
.,O,43
The,O,43
second,O,43
stage,O,43
finds,O,43
the,O,43
target,O,43
's,O,43
locally,O,43
expressed,O,43
semantic,B,43
arguments,I,43
.,O,43
At,O,43
inference,B,43
time,I,43
",",O,43
a,O,43
fast,O,43
exact,O,43
dual,O,43
decomposition,B,43
algorithm,I,43
collectively,O,43
predicts,B,43
all,O,43
the,O,43
arguments,B,43
of,O,43
a,O,43
frame,B,43
at,O,43
once,O,43
in,O,43
order,O,43
to,O,43
respect,O,43
declaratively,O,43
stated,O,43
linguistic,B,43
constraints,I,43
",",O,43
resulting,O,43
in,O,43
qualitatively,O,43
better,O,43
structures,O,43
than,O,43
naïve,B,43
local,I,43
predictors,I,43
.,O,43
Both,O,43
components,O,43
are,O,43
feature,B,43
-,O,43
based,O,43
and,O,43
discriminatively,O,43
trained,B,43
on,O,43
a,O,43
small,O,43
set,O,43
of,O,43
annotated,B,43
frame,I,43
-,O,43
semantic,B,43
parses,I,43
.,O,43
On,O,43
the,O,43
SemEval,B,43
2007,O,43
benchmark,B,43
data,I,43
set,I,43
",",O,43
the,O,43
approach,O,43
",",O,43
along,O,43
with,O,43
a,O,43
heuristic,B,43
identifier,I,43
of,O,43
frame,B,43
-,O,43
evoking,O,43
targets,B,43
",",O,43
outperforms,B,43
the,O,43
prior,O,43
state,O,43
of,O,43
the,O,43
art,O,43
by,O,43
significant,O,43
margins,O,43
.,O,43
Additionally,O,43
",",O,43
we,O,43
present,O,43
experiments,O,43
on,O,43
the,O,43
much,O,43
larger,O,43
FrameNet,B,43
1.5,O,43
data,B,43
set,I,43
.,O,43
We,O,43
have,O,43
released,O,43
our,O,43
frame,O,43
-,O,43
semantic,B,43
parser,I,43
as,O,43
open,O,43
-,O,43
source,O,43
software,O,43
.,O,43
Authorship,B,44
attribution,I,44
deals,O,44
with,O,44
identifying,O,44
the,O,44
authors,O,44
of,O,44
anonymous,O,44
texts,B,44
.,O,44
Traditionally,O,44
",",O,44
research,O,44
in,O,44
this,O,44
field,O,44
has,O,44
focused,O,44
on,O,44
formal,B,44
texts,I,44
",",O,44
such,O,44
as,O,44
essays,O,44
and,O,44
novels,O,44
",",O,44
but,O,44
recently,O,44
more,O,44
attention,O,44
has,O,44
been,O,44
given,O,44
to,O,44
texts,B,44
generated,I,44
by,O,44
on,O,44
-,O,44
line,O,44
users,O,44
",",O,44
such,O,44
as,O,44
e,O,44
-,O,44
mails,O,44
and,O,44
blogs,O,44
.,O,44
Authorship,O,44
attribution,I,44
of,O,44
such,O,44
on,O,44
-,O,44
line,B,44
texts,I,44
is,O,44
a,O,44
more,O,44
challenging,O,44
task,B,44
than,O,44
traditional,O,44
authorship,O,44
attribution,B,44
",",O,44
because,O,44
such,O,44
texts,B,44
tend,O,44
to,O,44
be,O,44
short,O,44
",",O,44
and,O,44
the,O,44
number,O,44
of,O,44
candidate,O,44
authors,O,44
is,O,44
often,O,44
larger,O,44
than,O,44
in,O,44
traditional,O,44
settings,O,44
.,O,44
We,O,44
address,O,44
this,O,44
challenge,O,44
by,O,44
using,O,44
topic,O,44
models,B,44
to,O,44
obtain,O,44
author,O,44
representations,B,44
.,O,44
In,O,44
addition,O,44
to,O,44
exploring,O,44
novel,O,44
ways,O,44
of,O,44
applying,O,44
two,O,44
popular,O,44
topic,B,44
models,I,44
to,O,44
this,O,44
task,O,44
",",O,44
we,O,44
test,O,44
our,O,44
new,O,44
model,O,44
that,O,44
projects,O,44
authors,O,44
and,O,44
documents,B,44
to,O,44
two,O,44
disjoint,B,44
topic,I,44
spaces,I,44
.,O,44
Utilizing,O,44
our,O,44
model,B,44
in,O,44
authorship,O,44
attribution,B,44
yields,O,44
state,O,44
-,O,44
of,O,44
-,O,44
the,O,44
-,O,44
art,O,44
performance,O,44
on,O,44
several,O,44
data,B,44
sets,I,44
",",O,44
containing,O,44
either,O,44
formal,B,44
texts,I,44
written,O,44
by,O,44
a,O,44
few,O,44
authors,O,44
or,O,44
informal,O,44
texts,B,44
generated,I,44
by,O,44
tens,O,44
to,O,44
thousands,O,44
of,O,44
on,O,44
-,O,44
line,O,44
users,O,44
.,O,44
We,O,44
also,O,44
present,O,44
experimental,B,44
results,O,44
that,O,44
demonstrate,O,44
the,O,44
applicability,O,44
of,O,44
topical,B,44
author,I,44
representations,I,44
to,O,44
two,O,44
other,O,44
problems,O,44
:,O,44
inferring,B,44
the,O,44
sentiment,B,44
polarity,I,44
of,O,44
texts,B,44
",",O,44
and,O,44
predicting,B,44
the,O,44
ratings,B,44
that,O,44
users,O,44
would,O,44
give,O,44
to,O,44
items,O,44
such,O,44
as,O,44
movies,O,44
.,O,44
Recent,O,45
research,O,45
has,O,45
shown,O,45
clear,O,45
improvement,O,45
in,O,45
translation,B,45
quality,I,45
by,O,45
exploiting,O,45
linguistic,B,45
syntax,I,45
for,O,45
either,O,45
the,O,45
source,O,45
or,O,45
target,B,45
language,I,45
.,O,45
However,O,45
",",O,45
when,O,45
using,O,45
syntax,B,45
for,O,45
both,O,45
languages,B,45
(,O,45
“,O,45
tree,B,45
-,I,45
to,I,45
-,I,45
tree,I,45
”,O,45
translation,B,45
),O,45
",",O,45
there,O,45
is,O,45
evidence,O,45
that,O,45
syntactic,B,45
divergence,I,45
can,O,45
hamper,O,45
the,O,45
extraction,B,45
of,O,45
useful,O,45
rules,O,45
(,O,45
Ding,O,45
and,O,45
Palmer,O,45
2005,O,45
),O,45
.,O,45
Smith,O,45
and,O,45
Eisner,O,45
(,O,45
2006,O,45
),O,45
introduced,O,45
quasi,B,45
-,O,45
synchronous,B,45
grammar,I,45
",",O,45
a,O,45
formalism,B,45
that,O,45
treats,O,45
non,O,45
-,O,45
isomorphic,B,45
structure,I,45
softly,O,45
using,O,45
features,B,45
rather,O,45
than,O,45
hard,O,45
constraints,O,45
.,O,45
Although,O,45
a,O,45
natural,B,45
fit,I,45
for,O,45
translation,B,45
modeling,I,45
",",O,45
its,O,45
flexibility,O,45
has,O,45
proved,O,45
challenging,O,45
for,O,45
building,O,45
real,O,45
-,O,45
world,O,45
systems,O,45
.,O,45
In,O,45
this,O,45
article,O,45
",",O,45
we,O,45
present,O,45
a,O,45
tree,O,45
-,O,45
to,O,45
-,O,45
tree,O,45
machine,B,45
translation,I,45
system,O,45
inspired,O,45
by,O,45
quasi,B,45
-,I,45
synchronous,I,45
grammar,I,45
.,O,45
The,O,45
core,O,45
of,O,45
our,O,45
approach,O,45
is,O,45
a,O,45
new,O,45
model,O,45
that,O,45
combines,O,45
phrases,B,45
and,O,45
dependency,B,45
syntax,I,45
",",O,45
integrating,O,45
the,O,45
advantages,O,45
of,O,45
phrase,B,45
-,I,45
based,I,45
and,O,45
syntax,B,45
-,I,45
based,I,45
translation,I,45
.,O,45
We,O,45
report,O,45
statistically,O,45
significant,O,45
improvements,O,45
over,O,45
a,O,45
phrase,B,45
-,I,45
based,I,45
baseline,I,45
on,O,45
five,O,45
of,O,45
seven,O,45
test,O,45
sets,O,45
across,O,45
four,O,45
language,B,45
pairs,I,45
.,O,45
We,O,45
also,O,45
present,O,45
encouraging,O,45
preliminary,O,45
results,O,45
on,O,45
the,O,45
use,O,45
of,O,45
unsupervised,B,45
dependency,I,45
parsing,I,45
for,O,45
syntax,B,45
-,I,45
based,I,45
machine,I,45
translation,I,45
.,O,45
Linguistic,B,46
steganography,I,46
is,O,46
concerned,O,46
with,O,46
hiding,O,46
information,B,46
in,O,46
natural,B,46
language,I,46
text,I,46
.,O,46
One,O,46
of,O,46
the,O,46
major,O,46
transformations,O,46
used,O,46
in,O,46
linguistic,B,46
steganography,I,46
is,O,46
synonym,B,46
substitution,I,46
.,O,46
However,O,46
",",O,46
few,O,46
existing,O,46
studies,O,46
have,O,46
studied,O,46
the,O,46
practical,O,46
application,O,46
of,O,46
this,O,46
approach,O,46
.,O,46
In,O,46
this,O,46
article,O,46
we,O,46
propose,O,46
two,O,46
improvements,O,46
to,O,46
the,O,46
use,O,46
of,O,46
synonym,B,46
substitution,I,46
for,O,46
encoding,B,46
hidden,I,46
bits,I,46
of,O,46
information,B,46
.,O,46
First,O,46
",",O,46
we,O,46
use,O,46
the,O,46
Google,O,46
n,B,46
-,I,46
gram,I,46
corpus,I,46
for,O,46
checking,O,46
the,O,46
applicability,O,46
of,O,46
a,O,46
synonym,B,46
in,O,46
context,B,46
",",O,46
and,O,46
we,O,46
evaluate,B,46
this,O,46
method,O,46
using,O,46
data,B,46
from,O,46
the,O,46
SemEval,B,46
lexical,I,46
substitution,I,46
task,O,46
and,O,46
human,O,46
annotated,B,46
data,B,46
.,O,46
Second,O,46
",",O,46
we,O,46
address,O,46
the,O,46
problem,O,46
that,O,46
arises,O,46
from,O,46
words,B,46
with,O,46
more,O,46
than,O,46
one,O,46
sense,O,46
",",O,46
which,O,46
creates,O,46
a,O,46
potential,O,46
ambiguity,B,46
in,O,46
terms,O,46
of,O,46
which,O,46
bits,O,46
are,O,46
represented,O,46
by,O,46
a,O,46
particular,O,46
word,B,46
.,O,46
We,O,46
develop,O,46
a,O,46
novel,O,46
method,O,46
in,O,46
which,O,46
words,B,46
are,O,46
the,O,46
vertices,O,46
in,O,46
a,O,46
graph,B,46
",",O,46
synonyms,B,46
are,O,46
linked,O,46
by,O,46
edges,O,46
",",O,46
and,O,46
the,O,46
bits,O,46
assigned,O,46
to,O,46
a,O,46
word,B,46
are,O,46
determined,O,46
by,O,46
a,O,46
vertex,B,46
coding,I,46
algorithm,I,46
.,O,46
This,O,46
method,O,46
ensures,O,46
that,O,46
each,O,46
word,B,46
represents,O,46
a,O,46
unique,B,46
sequence,I,46
of,O,46
bits,O,46
",",O,46
without,O,46
cutting,O,46
out,O,46
large,O,46
numbers,O,46
of,O,46
synonyms,B,46
",",O,46
and,O,46
thus,O,46
maintains,O,46
a,O,46
reasonable,O,46
embedding,B,46
capacity,O,46
.,O,46
This,O,47
paper,O,47
is,O,47
concerned,O,47
with,O,47
automatic,B,47
generation,I,47
of,O,47
all,O,47
possible,O,47
questions,O,47
from,O,47
a,O,47
topic,O,47
of,O,47
interest,O,47
.,O,47
Specifically,O,47
",",O,47
we,O,47
consider,O,47
that,O,47
each,O,47
topic,O,47
is,O,47
associated,O,47
with,O,47
a,O,47
body,O,47
of,O,47
texts,O,47
containing,O,47
useful,O,47
information,O,47
about,O,47
the,O,47
topic,O,47
.,O,47
Then,O,47
",",O,47
questions,O,47
are,O,47
generated,B,47
by,O,47
exploiting,O,47
the,O,47
named,B,47
entity,I,47
information,I,47
and,O,47
the,O,47
predicate,B,47
argument,I,47
structures,I,47
of,O,47
the,O,47
sentences,O,47
present,O,47
in,O,47
the,O,47
body,O,47
of,O,47
texts,O,47
.,O,47
The,O,47
importance,O,47
of,O,47
the,O,47
generated,B,47
questions,I,47
is,O,47
measured,O,47
using,O,47
Latent,B,47
Dirichlet,I,47
Allocation,I,47
by,O,47
identifying,O,47
the,O,47
subtopics,O,47
(,O,47
which,O,47
are,O,47
closely,O,47
related,O,47
to,O,47
the,O,47
original,O,47
topic,O,47
),O,47
in,O,47
the,O,47
given,O,47
body,O,47
of,O,47
texts,O,47
and,O,47
applying,O,47
the,O,47
Extended,B,47
String,I,47
Subsequence,I,47
Kernel,I,47
to,O,47
calculate,O,47
their,O,47
similarity,B,47
with,O,47
the,O,47
questions,O,47
.,O,47
We,O,47
also,O,47
propose,O,47
the,O,47
use,O,47
of,O,47
syntactic,B,47
tree,I,47
kernels,I,47
for,O,47
the,O,47
automatic,B,47
judgment,I,47
of,O,47
the,O,47
syntactic,B,47
correctness,I,47
of,O,47
the,O,47
questions,O,47
.,O,47
The,O,47
questions,O,47
are,O,47
ranked,O,47
by,O,47
considering,O,47
both,O,47
their,O,47
importance,B,47
(,O,47
in,O,47
the,O,47
context,O,47
of,O,47
the,O,47
given,O,47
body,O,47
of,O,47
texts,O,47
),O,47
and,O,47
syntactic,B,47
correctness,I,47
.,O,47
To,O,47
the,O,47
best,O,47
of,O,47
our,O,47
knowledge,O,47
",",O,47
no,O,47
previous,O,47
study,O,47
has,O,47
accomplished,O,47
this,O,47
task,O,47
in,O,47
our,O,47
setting,O,47
.,O,47
A,O,47
series,O,47
of,O,47
experiments,O,47
demonstrate,O,47
that,O,47
the,O,47
proposed,O,47
topic,O,47
-,O,47
to,O,47
-,O,47
question,B,47
generation,I,47
approach,I,47
can,O,47
significantly,O,47
outperform,O,47
the,O,47
state,O,47
-,O,47
of,O,47
-,O,47
the,O,47
-,O,47
art,O,47
results,O,47
.,O,47
Manually,B,48
annotated,I,48
corpora,I,48
are,O,48
indispensable,O,48
resources,O,48
",",O,48
yet,O,48
for,O,48
many,O,48
annotation,B,48
tasks,I,48
",",O,48
such,O,48
as,O,48
the,O,48
creation,O,48
of,O,48
treebanks,B,48
",",O,48
there,O,48
exist,O,48
multiple,O,48
corpora,B,48
with,O,48
different,O,48
and,O,48
incompatible,O,48
annotation,B,48
guidelines,I,48
.,O,48
This,O,48
leads,O,48
to,O,48
an,O,48
inefficient,O,48
use,O,48
of,O,48
human,O,48
expertise,O,48
",",O,48
but,O,48
it,O,48
could,O,48
be,O,48
remedied,O,48
by,O,48
integrating,O,48
knowledge,O,48
across,O,48
corpora,B,48
with,O,48
different,O,48
annotation,B,48
guidelines,I,48
.,O,48
In,O,48
this,O,48
article,O,48
we,O,48
describe,O,48
the,O,48
problem,O,48
of,O,48
annotation,B,48
adaptation,I,48
and,O,48
the,O,48
intrinsic,B,48
principles,I,48
of,O,48
the,O,48
solutions,O,48
",",O,48
and,O,48
present,O,48
a,O,48
series,O,48
of,O,48
successively,O,48
enhanced,O,48
models,B,48
that,O,48
can,O,48
automatically,B,48
adapt,O,48
the,O,48
divergence,B,48
between,O,48
different,O,48
annotation,B,48
formats,I,48
.,O,48
We,O,48
evaluate,O,48
our,O,48
algorithms,B,48
on,O,48
the,O,48
tasks,O,48
of,O,48
Chinese,O,48
word,B,48
segmentation,I,48
and,O,48
dependency,B,48
parsing,I,48
.,O,48
For,O,48
word,B,48
segmentation,I,48
",",O,48
where,O,48
there,O,48
are,O,48
no,O,48
universal,B,48
